loan_amnt,funded_amnt_inv,term,int_rate,installment,grade,sub_grade,loan_status
5500,5500, 36 months,10.49,178.74,B,B2,1
32000,32000, 36 months,15.05,1110.08,C,C4,1
20925,20925, 36 months,13.99,715.07,C,C4,1
10200,10200, 60 months,24.99,299.33,F,F4,1
7000,7000, 36 months,13.99,239.21,C,C4,1
18000,18000, 36 months,6.92,555.13,A,A4,1
6550,6550, 36 months,22.9,253.21,E,E1,1
28000,28000, 36 months,7.89,876,A,A5,1
18000,18000, 36 months,6.62,552.67,A,A2,1
8000,8000, 36 months,12.85,268.98,B,B4,1
30000,30000, 36 months,10.49,974.94,B,B3,1
20000,20000, 36 months,9.93,644.69,B,B2,1
20000,20000, 36 months,14.74,690.74,D,D3,1
6000,6000, 36 months,5.32,180.69,A,A1,1
4500,4500, 36 months,7.89,140.79,A,A5,1
25000,25000, 36 months,6.49,766.12,A,A2,1
30000,30000, 60 months,14.99,713.55,C,C4,1
20000,20000, 36 months,7.49,622.04,A,A4,1
20000,20000, 60 months,15.8,484.24,C,C3,1
12000,12000, 36 months,8.18,377.04,B,B1,1
35000,35000, 60 months,12.29,783.7,C,C1,1
10000,10000, 36 months,10.99,327.34,B,B4,1
15000,15000, 36 months,9.16,478.12,B,B2,1
15000,15000, 36 months,7.26,464.95,A,A4,1
35000,35000, 60 months,23.13,989.29,F,F1,1
15000,15000, 36 months,12.79,503.9,C,C1,1
35000,35000, 60 months,16.02,851.51,C,C5,1
4800,4800, 36 months,11.99,159.41,C,C1,1
35000,35000, 36 months,11.99,1162.34,C,C1,1
10000,10000, 60 months,15.99,243.13,D,D2,1
19200,19200, 36 months,10.64,625.32,B,B2,1
28000,28000, 36 months,7.62,872.52,A,A3,1
14000,14000, 60 months,18.25,357.42,D,D3,1
9600,9600, 36 months,11.49,316.53,B,B5,1
8600,8600, 36 months,11.39,283.15,B,B3,1
14300,14300, 60 months,15.59,344.65,C,C5,1
15000,15000, 60 months,16.02,364.94,C,C5,1
20000,20000, 60 months,25.49,592.79,E,E4,1
9000,9000, 36 months,16.29,317.71,C,C4,1
20000,20000, 36 months,7.26,619.93,A,A4,1
10000,10000, 36 months,5.32,301.15,A,A1,1
16000,16000, 36 months,10.99,523.75,B,B2,1
13200,13200, 36 months,11.14,433.03,B,B2,1
5000,5000, 36 months,12.99,168.45,C,C2,1
22000,22000, 36 months,12.69,737.99,C,C2,1
11200,11200, 36 months,5.32,337.29,A,A1,1
5600,5600, 36 months,13.66,190.48,C,C3,1
6000,6000, 36 months,10.99,196.41,B,B3,1
20000,20000, 36 months,12.39,668.02,C,C1,1
15000,15000, 36 months,10.75,489.31,B,B4,1
6500,6500, 36 months,10.99,212.78,B,B4,1
10000,10000, 36 months,14.33,343.39,C,C1,1
35000,35000, 36 months,12.74,1174.91,C,C1,1
24000,24000, 60 months,15.99,583.51,C,C5,1
28000,28000, 36 months,7.9,876.13,A,A4,1
10500,10500, 36 months,12.74,352.48,C,C1,1
24975,24975, 60 months,20.5,668.66,E,E4,1
18000,18000, 36 months,10.64,586.24,B,B4,1
17000,17000, 36 months,11.14,557.69,B,B2,1
20000,20000, 36 months,16.29,706.01,C,C4,1
26325,26325, 60 months,18.55,676.39,E,E2,1
3550,3550, 36 months,17.86,128.1,D,D5,1
9600,9600, 36 months,7.24,297.48,A,A3,1
28000,28000, 60 months,9.99,594.78,B,B3,1
10000,10000, 36 months,9.93,322.35,B,B2,1
12000,12000, 60 months,18.06,305.12,D,D2,1
18000,18000, 36 months,8.18,565.56,B,B1,1
16000,16000, 60 months,12.62,360.95,C,C1,1
25000,25000, 60 months,9.99,531.06,B,B3,1
25000,25000, 36 months,27.27,1024.26,E,E5,1
18000,18000, 60 months,10.99,391.28,B,B4,1
19825,19825, 60 months,22.45,552.63,E,E5,1
6100,6100, 36 months,15.31,212.39,C,C5,1
6500,6500, 36 months,10.99,212.78,B,B4,1
7000,7000, 36 months,9.92,225.61,B,B2,1
6000,6000, 36 months,11.86,198.89,B,B5,1
7000,7000, 36 months,8.38,220.59,B,B1,1
35000,35000, 36 months,9.17,1115.77,B,B2,1
14000,14000, 36 months,11.49,461.6,B,B5,1
25000,25000, 36 months,6.92,771.02,A,A4,1
6000,6000, 36 months,15.61,209.79,D,D1,1
15000,15000, 36 months,6.24,457.97,A,A2,1
16000,16000, 60 months,14.65,377.71,C,C5,1
4000,4000, 36 months,12.29,133.42,C,C1,1
28775,28775, 60 months,15.61,693.81,D,D1,1
18000,18000, 36 months,5.32,542.07,A,A1,1
13500,13500, 36 months,11.99,448.33,B,B3,1
6000,6000, 36 months,14.65,206.97,C,C5,1
15000,15000, 60 months,24.89,439.31,F,F4,1
3000,3000, 36 months,17.97,108.42,D,D1,1
5000,5000, 36 months,12.29,166.77,C,C1,1
15000,15000, 36 months,10.99,491.01,B,B2,1
6250,6250, 36 months,19.72,231.39,D,D5,1
7000,7000, 36 months,20.99,263.69,E,E4,1
11500,11500, 36 months,17.57,413.28,D,D4,1
7600,7600, 36 months,15.59,265.66,C,C5,1
30000,30000, 36 months,10.07,969.01,B,B2,1
9650,9650, 36 months,24.99,383.64,F,F4,1
8000,8000, 36 months,12.49,267.6,B,B4,1
23500,23500, 60 months,17.1,585.3,C,C5,1
20000,20000, 36 months,8.67,632.93,B,B1,1
30000,30000, 60 months,16.02,729.87,C,C5,1
10800,10800, 36 months,12.29,360.22,C,C1,1
10000,10000, 36 months,8.18,314.2,B,B1,1
20000,20000, 36 months,12.99,673.79,B,B4,1
12000,12000, 36 months,11.14,393.67,B,B2,1
28000,28000, 60 months,21.67,768.09,E,E5,1
16000,16000, 36 months,11.53,527.85,B,B5,1
18050,18050, 36 months,17.27,645.96,D,D2,1
17000,17000, 36 months,8.49,536.57,B,B1,1
18000,18000, 60 months,21.0,486.97,E,E2,1
7500,7500, 36 months,9.17,239.1,B,B2,1
7000,7000, 36 months,12.62,234.58,C,C1,1
8000,8000, 36 months,18.24,290.19,D,D5,1
4000,4000, 36 months,9.67,128.45,B,B1,1
15000,15000, 36 months,13.59,509.69,C,C2,1
15000,15000, 36 months,9.49,480.43,B,B2,1
7900,7900, 36 months,13.99,269.97,C,C3,1
29175,29175, 36 months,16.55,1033.65,D,D2,1
35000,35000, 60 months,13.33,802.29,C,C3,1
7000,7000, 36 months,14.65,241.46,C,C5,1
21625,21625, 36 months,12.62,724.68,C,C1,1
12000,12000, 36 months,11.14,393.67,B,B2,1
35000,35000, 60 months,21.0,946.87,E,E2,1
20000,20000, 36 months,5.32,602.3,A,A1,1
18000,18000, 36 months,9.17,573.83,B,B1,1
11225,11225, 36 months,14.99,389.07,C,C5,1
30000,30000, 36 months,8.18,942.59,B,B1,1
5000,5000, 36 months,10.15,161.69,B,B2,1
15000,15000, 60 months,13.99,348.95,C,C4,1
12000,12000, 36 months,8.18,377.04,B,B1,1
32700,32700, 60 months,11.99,727.23,C,C1,1
21000,21000, 36 months,10.99,687.42,B,B4,1
11900,11900, 60 months,18.49,305.37,E,E2,1
5750,5750, 36 months,19.97,213.61,D,D5,1
4000,4000, 36 months,13.11,134.99,B,B4,1
30000,30000, 60 months,14.16,700.54,C,C2,1
4000,4000, 36 months,10.99,130.94,B,B4,1
6000,6000, 36 months,13.49,203.59,C,C1,1
23850,23850, 36 months,16.29,841.92,D,D1,1
6600,6600, 36 months,5.32,198.76,A,A1,1
40000,40000, 36 months,8.39,1260.67,B,B1,1
22000,22000, 60 months,13.99,511.79,C,C3,1
12550,12550, 36 months,16.99,447.38,D,D1,1
15000,15000, 36 months,9.17,478.19,B,B1,1
6000,6000, 36 months,7.39,186.34,A,A4,1
22400,22400, 60 months,12.29,501.57,C,C1,1
6000,6000, 36 months,9.8,193.05,B,B3,1
11700,11700, 36 months,15.8,410.19,C,C3,1
5000,5000, 36 months,19.2,183.79,D,D3,1
4000,4000, 36 months,10.99,130.94,B,B2,1
15000,15000, 36 months,13.66,510.2,C,C3,1
9950,9950, 36 months,11.99,330.44,B,B3,1
8000,8000, 36 months,7.26,247.97,A,A4,1
20000,20000, 60 months,15.61,482.23,D,D1,1
8000,8000, 36 months,13.33,270.83,C,C3,1
35000,35000, 36 months,14.46,1204.06,C,C4,1
35000,35000, 60 months,21.99,966.47,F,F1,1
12000,12000, 60 months,11.71,265.18,B,B3,1
22500,22500, 36 months,15.59,786.49,D,D1,1
1800,1800, 36 months,11.47,59.34,B,B5,1
2700,2700, 36 months,12.99,90.97,C,C1,1
12000,12000, 36 months,10.15,388.06,B,B2,1
35000,35000, 36 months,12.88,1177.27,C,C2,1
12000,12000, 60 months,21.49,327.96,D,D5,1
4450,4450, 36 months,7.9,139.25,A,A4,1
18000,18000, 36 months,11.49,593.49,B,B5,1
10000,10000, 36 months,16.99,356.48,D,D3,1
21725,21725, 60 months,18.25,554.64,D,D3,1
24000,24000, 36 months,15.31,835.62,C,C2,1
6300,6300, 36 months,11.53,207.84,B,B5,1
15000,15000, 36 months,15.59,524.33,D,D1,1
6600,6600, 36 months,9.58,211.67,B,B1,1
10000,10000, 36 months,13.49,339.31,C,C2,1
21000,21000, 36 months,7.49,653.14,A,A4,1
8400,8400, 36 months,13.49,285.02,C,C2,1
1925,1925, 36 months,16.99,68.63,D,D1,1
20000,20000, 60 months,21.49,546.6,D,D5,1
5500,5500, 36 months,12.99,185.3,B,B4,1
10000,10000, 60 months,21.15,271.38,E,E2,1
8500,8500, 36 months,5.32,255.98,A,A1,1
12000,12000, 36 months,7.89,375.43,A,A5,1
30000,30000, 36 months,5.32,903.45,A,A1,1
15600,15600, 60 months,19.99,413.22,E,E1,1
14000,14000, 36 months,10.16,452.8,B,B1,1
20000,20000, 36 months,10.78,652.7,B,B4,1
17600,17600, 36 months,11.99,584.49,C,C1,1
24200,24200, 36 months,18.25,877.93,E,E1,1
15000,15000, 36 months,13.18,506.72,C,C3,1
2800,2800, 36 months,11.53,92.38,B,B5,1
12000,12000, 36 months,6.99,370.48,A,A2,1
5000,5000, 36 months,9.17,159.4,B,B2,1
16000,16000, 36 months,12.49,535.19,B,B5,1
17000,17000, 36 months,9.17,541.95,B,B1,1
6300,6300, 36 months,6.49,193.07,A,A2,1
25000,25000, 60 months,9.58,526.03,B,B1,1
6000,6000, 36 months,15.61,209.79,C,C3,1
6400,6400, 36 months,7.89,200.23,A,A5,1
18000,18000, 36 months,5.32,542.07,A,A1,1
18200,18200, 36 months,7.26,564.13,A,A4,1
2750,2750, 36 months,15.61,96.16,D,D1,1
23925,23925, 60 months,21.99,660.65,E,E4,1
8000,8000, 36 months,9.17,255.04,B,B2,1
27850,27850, 36 months,5.32,838.7,A,A1,1
28000,28000, 36 months,8.19,879.88,A,A5,1
6000,6000, 36 months,14.08,205.3,C,C3,1
12000,12000, 36 months,10.99,392.81,B,B4,1
22000,22000, 36 months,14.49,757.16,C,C4,1
20000,20000, 36 months,13.18,675.62,C,C3,1
16000,16000, 60 months,18.94,414.53,D,D2,1
28000,28000, 36 months,6.62,859.71,A,A2,1
15000,15000, 36 months,12.99,505.34,C,C2,1
5500,5500, 36 months,7.62,171.39,A,A3,1
22400,22400, 36 months,10.99,733.25,B,B3,1
5000,5000, 36 months,15.31,174.09,C,C2,1
30000,30000, 60 months,10.9,650.78,B,B4,1
5000,5000, 36 months,15.05,173.45,C,C4,1
5000,5000, 36 months,13.35,169.32,C,C2,1
23900,23900, 36 months,6.03,727.41,A,A1,1
14000,14000, 60 months,14.65,330.5,C,C5,1
12000,12000, 36 months,7.62,373.94,A,A3,1
15000,15000, 36 months,5.32,451.73,A,A1,1
8500,8500, 36 months,7.89,265.93,A,A5,1
10000,10000, 36 months,5.32,301.15,A,A1,1
2500,2500, 36 months,17.77,90.1,D,D1,1
8400,8400, 36 months,16.29,296.53,D,D2,1
22000,22000, 36 months,6.62,675.49,A,A2,1
5900,5900, 36 months,24.99,234.56,F,F4,1
8000,8000, 36 months,12.69,268.36,C,C2,1
18000,18000, 60 months,13.18,411.22,C,C3,1
11000,11000, 36 months,10.99,360.08,B,B3,1
7000,7000, 36 months,10.99,229.14,B,B4,1
14000,14000, 36 months,9.76,450.17,B,B1,1
35000,35000, 60 months,17.27,874.93,C,C5,1
5000,5000, 36 months,19.05,183.41,D,D4,1
15000,15000, 36 months,6.89,462.41,A,A3,1
14000,14000, 36 months,8.39,441.24,A,A5,1
5025,5025, 36 months,18.84,183.8,E,E2,1
14500,14500, 36 months,6.39,443.69,A,A2,1
24000,24000, 60 months,13.67,554.35,C,C3,1
40000,40000, 36 months,6.11,1218.88,A,A1,1
20000,20000, 36 months,9.67,642.25,B,B1,1
7000,7000, 36 months,13.67,238.13,C,C4,1
12000,12000, 36 months,18.06,434.2,D,D2,1
40000,40000, 36 months,7.07,1236.37,A,A2,1
19800,19800, 36 months,12.99,667.05,C,C2,1
6600,6600, 36 months,12.29,220.13,C,C1,1
21000,21000, 36 months,9.43,672.01,B,B1,1
15200,15200, 36 months,6.49,465.8,A,A2,1
4500,4500, 36 months,11.47,148.33,B,B5,1
10400,10400, 60 months,13.35,238.5,C,C2,1
35000,35000, 36 months,21.49,1327.45,E,E3,1
12000,12000, 36 months,10.78,391.62,B,B4,1
18000,18000, 36 months,7.9,563.23,A,A4,1
8000,8000, 36 months,17.77,288.3,D,D1,1
3000,3000, 36 months,14.33,103.02,C,C1,1
4800,4800, 36 months,15.31,167.13,C,C2,1
5000,5000, 36 months,11.99,166.05,C,C1,1
4000,4000, 36 months,19.03,146.69,D,D3,1
10000,10000, 60 months,16.29,244.73,D,D1,1
10000,10000, 36 months,11.86,331.48,B,B5,1
1600,1600, 36 months,15.59,55.93,C,C5,1
23000,23000, 60 months,16.99,571.49,D,D3,1
20000,20000, 36 months,9.99,645.25,B,B3,1
20000,20000, 36 months,9.99,645.25,B,B3,1
12000,12000, 36 months,9.99,387.15,B,B3,1
3000,3000, 36 months,12.62,100.54,C,C1,1
6500,6500, 36 months,13.98,222.1,C,C3,1
15000,15000, 36 months,9.71,481.97,B,B1,1
4075,4075, 36 months,10.75,132.93,B,B4,1
16000,16000, 36 months,15.61,559.44,D,D1,1
16000,16000, 36 months,11.99,531.36,B,B5,1
3500,3500, 36 months,14.47,120.43,C,C2,1
10800,10800, 36 months,17.77,389.21,D,D1,1
33425,33425, 60 months,16.78,826.75,C,C5,1
20000,20000, 36 months,16.78,710.87,C,C5,1
5500,5500, 36 months,8.49,173.6,B,B1,1
28000,28000, 60 months,18.92,725.11,D,D4,1
2600,2600, 36 months,6.99,80.27,A,A2,1
14300,14300, 36 months,13.11,482.59,B,B4,1
15000,15000, 36 months,7.26,464.95,A,A4,1
5000,5000, 36 months,10.49,162.49,B,B3,1
9600,9600, 36 months,15.61,335.67,D,D1,1
14400,14400, 36 months,9.17,459.06,B,B2,1
4500,4500, 36 months,11.99,149.45,B,B5,1
24000,24000, 36 months,13.99,820.15,C,C4,1
24000,24000, 36 months,7.9,750.97,A,A4,1
8000,8000, 36 months,15.04,277.48,C,C4,1
13000,13000, 36 months,13.59,441.73,C,C2,1
8725,8725, 36 months,24.99,346.86,F,F4,1
21200,21200, 60 months,22.95,597.03,F,F1,1
17650,17650, 60 months,29.99,570.93,F,F3,1
20000,20000, 36 months,8.18,628.39,B,B1,1
14000,14000, 36 months,10.64,455.96,B,B2,1
4000,4000, 36 months,6.97,123.46,A,A2,1
14000,14000, 36 months,7.9,438.07,A,A4,1
15400,15400, 36 months,7.26,477.35,A,A4,1
10000,10000, 36 months,10.64,325.69,B,B2,1
21000,21000, 36 months,7.69,655.07,A,A4,1
10000,10000, 36 months,9.93,322.35,B,B2,1
20000,20000, 36 months,14.3,686.48,C,C1,1
10000,10000, 60 months,15.59,241.01,D,D1,1
15000,15000, 36 months,7.62,467.43,A,A3,1
6000,6000, 36 months,12.69,201.27,C,C2,1
6000,6000, 36 months,9.99,193.58,B,B3,1
35000,35000, 36 months,14.3,1201.33,C,C1,1
15000,15000, 60 months,18.55,385.41,E,E2,1
12000,12000, 36 months,14.65,413.94,C,C3,1
9000,9000, 36 months,8.19,282.82,A,A5,1
13175,13175, 60 months,16.24,322.08,C,C5,1
1900,1900, 36 months,14.49,65.4,C,C4,1
3000,3000, 36 months,16.29,105.91,C,C5,1
13000,13000, 60 months,15.61,313.45,C,C5,1
6600,6600, 36 months,6.92,203.55,A,A4,1
15000,15000, 36 months,6.03,456.54,A,A1,1
3000,3000, 36 months,12.74,100.71,C,C1,1
21800,21800, 60 months,18.25,556.55,E,E1,1
4000,4000, 36 months,16.29,141.21,C,C4,1
21000,21000, 36 months,14.08,718.55,C,C3,1
8000,8000, 36 months,11.99,265.68,C,C1,1
5000,5000, 36 months,11.98,166.03,B,B5,1
6000,6000, 36 months,12.35,200.3,B,B4,1
9875,9875, 36 months,14.99,342.28,C,C5,1
10000,10000, 36 months,7.9,312.91,A,A4,1
12000,12000, 60 months,12.99,272.98,C,C2,1
3600,3600, 36 months,13.99,123.03,C,C4,1
18000,18000, 60 months,17.57,452.89,D,D4,1
2000,2000, 36 months,13.65,68.02,C,C1,1
5000,5000, 36 months,9.49,160.15,B,B2,1
3900,3900, 36 months,19.52,143.99,D,D4,1
14000,14000, 60 months,17.57,352.25,D,D4,1
23000,23000, 36 months,19.47,848.57,D,D5,1
16000,16000, 36 months,13.35,541.81,C,C2,1
9500,9500, 36 months,13.92,324.31,C,C4,1
11000,11000, 36 months,10.16,355.77,B,B1,1
3450,3450, 36 months,12.49,115.4,B,B4,1
25000,25000, 36 months,11.39,823.1,B,B3,1
35000,35000, 36 months,14.64,1207.13,C,C3,1
5750,5750, 36 months,12.99,193.72,C,C1,1
19300,19300, 60 months,18.99,500.55,E,E1,1
35000,35000, 60 months,16.99,869.66,D,D3,1
12875,12875, 36 months,14.65,444.12,C,C5,1
9000,9000, 36 months,15.31,313.36,C,C4,1
7000,7000, 36 months,12.79,235.16,C,C1,1
8000,8000, 36 months,16.29,282.41,D,D2,1
25000,25000, 36 months,10.42,811.62,B,B3,1
14000,14000, 36 months,12.12,465.81,B,B3,1
11000,11000, 36 months,14.49,378.58,C,C4,1
25000,25000, 60 months,17.09,622.53,D,D1,1
8000,8000, 36 months,6.92,246.73,A,A4,1
8700,8700, 36 months,11.53,287.02,B,B5,1
13500,13500, 60 months,15.8,326.87,C,C3,1
32625,32625, 60 months,19.47,854.78,D,D5,1
8000,8000, 36 months,10.75,260.97,B,B4,1
24000,24000, 36 months,9.17,765.1,B,B2,1
22400,22400, 36 months,13.44,759.51,C,C3,1
4800,4800, 36 months,12.69,161.02,C,C2,1
25000,25000, 60 months,9.99,531.06,B,B3,1
30000,30000, 60 months,13.99,697.9,C,C3,1
10000,10000, 36 months,20.0,371.64,D,D4,1
13000,13000, 36 months,7.9,406.78,A,A4,1
8000,8000, 36 months,14.47,275.26,C,C2,1
4800,4800, 36 months,20.49,179.59,E,E1,1
9000,9000, 36 months,7.49,279.92,A,A4,1
10000,10000, 36 months,9.99,322.63,B,B3,1
3000,3000, 36 months,7.68,93.57,A,A2,1
15000,15000, 36 months,14.99,519.91,C,C4,1
4000,4000, 36 months,12.59,133.99,C,C2,1
5000,5000, 36 months,6.0,156.14,C,C1,1
7000,7000, 36 months,10.15,226.37,B,B2,1
12000,12000, 36 months,7.89,375.43,A,A5,1
10000,10000, 36 months,12.29,333.53,C,C1,1
13275,13275, 36 months,15.05,460.51,C,C4,1
5000,5000, 36 months,10.25,161.93,B,B2,1
11200,11200, 36 months,8.19,351.95,A,A5,1
12000,12000, 36 months,9.49,384.34,B,B2,1
7200,7200, 36 months,9.17,229.53,B,B1,1
7700,7700, 36 months,8.39,242.68,B,B1,1
9975,9975, 36 months,16.29,352.13,D,D1,1
5500,5500, 36 months,9.17,175.34,B,B2,1
8000,8000, 36 months,9.49,256.23,B,B2,1
35000,35000, 36 months,9.99,1129.19,B,B3,1
8000,8000, 36 months,12.99,269.52,B,B5,1
25500,25500, 60 months,18.25,651.01,D,D3,1
17775,17775, 60 months,12.74,402.08,C,C1,1
10400,10400, 60 months,12.99,236.58,C,C1,1
4800,4800, 36 months,12.74,161.14,C,C1,1
20000,20000, 36 months,9.49,640.57,B,B2,1
20000,20000, 36 months,10.91,653.93,B,B4,1
7375,7375, 36 months,13.99,252.03,C,C4,1
5000,5000, 36 months,7.9,156.46,A,A4,1
10000,10000, 36 months,12.12,332.72,B,B3,1
15000,15000, 36 months,17.09,535.47,D,D1,1
8000,8000, 36 months,6.24,244.25,A,A2,1
6250,6250, 36 months,13.99,213.58,C,C1,1
3000,3000, 36 months,7.49,93.31,A,A4,1
5000,5000, 36 months,13.53,169.75,B,B5,1
11000,11000, 36 months,11.49,362.69,B,B5,1
5375,5375, 36 months,17.1,191.91,C,C5,1
4000,4000, 36 months,13.11,134.99,B,B4,1
10000,10000, 36 months,16.99,356.48,D,D1,1
9600,9600, 36 months,10.99,314.25,B,B4,1
9000,9000, 36 months,6.24,274.78,A,A2,1
2000,2000, 36 months,12.69,67.09,C,C2,1
8000,8000, 36 months,15.59,279.64,C,C5,1
24250,24250, 36 months,13.98,828.58,C,C3,1
4800,4800, 36 months,10.99,157.13,B,B4,1
5000,5000, 36 months,5.32,150.58,A,A1,1
8000,8000, 36 months,10.78,261.08,B,B4,1
10000,10000, 36 months,10.64,325.69,B,B2,1
4200,4200, 36 months,13.99,143.53,C,C4,1
10625,10625, 36 months,7.51,330.56,A,A3,1
14000,14000, 60 months,17.86,354.45,D,D5,1
6000,6000, 36 months,6.72,184.5,A,A3,1
15000,15000, 60 months,9.93,318.19,B,B2,1
17075,17075, 36 months,10.16,552.25,B,B1,1
20000,20000, 36 months,7.49,622.04,A,A4,1
14000,14000, 36 months,13.49,475.03,C,C2,1
5000,5000, 36 months,11.14,164.03,B,B2,1
5600,5600, 36 months,16.99,199.63,D,D3,1
20700,20700, 36 months,14.49,712.42,C,C4,1
1000,1000, 36 months,13.66,34.02,C,C3,1
5000,5000, 36 months,14.31,171.65,C,C4,1
12000,12000, 36 months,16.29,423.61,C,C4,1
3975,3975, 36 months,14.09,136.03,B,B5,1
5000,5000, 36 months,10.49,162.49,B,B3,1
12000,12000, 36 months,9.8,386.09,B,B3,1
17000,17000, 36 months,16.99,606.02,D,D3,1
20000,20000, 60 months,11.67,441.57,B,B4,1
32000,32000, 36 months,10.49,1039.93,B,B2,1
24000,24000, 36 months,8.59,758.63,A,A5,1
6000,6000, 36 months,18.55,218.58,E,E2,1
13500,13500, 36 months,7.49,419.88,A,A4,1
10500,10500, 36 months,12.99,353.74,C,C1,1
4450,4450, 36 months,16.29,157.09,D,D2,1
14200,14200, 60 months,23.99,408.43,F,F3,1
3000,3000, 36 months,11.49,98.92,B,B5,1
8000,8000, 36 months,8.18,251.36,B,B1,1
18000,18000, 60 months,11.44,395.33,B,B4,1
10000,10000, 36 months,8.39,315.17,B,B1,1
4900,4900, 36 months,6.49,150.16,A,A2,1
17225,17225, 36 months,13.99,588.63,C,C4,1
30000,30000, 60 months,14.85,711.34,C,C5,1
18000,18000, 36 months,5.32,542.07,A,A1,1
6000,6000, 36 months,9.17,191.28,B,B1,1
1000,1000, 36 months,18.85,36.59,D,D3,1
25000,25000, 60 months,15.61,602.79,D,D1,1
21000,21000, 36 months,13.99,717.63,C,C1,1
25000,25000, 36 months,11.55,825,B,B4,1
32200,32200, 36 months,12.29,1073.97,C,C1,1
22825,22825, 36 months,8.19,717.26,A,A5,1
2000,2000, 36 months,10.99,65.47,B,B2,1
9000,9000, 36 months,12.12,299.45,B,B3,1
12800,12800, 60 months,15.59,308.49,C,C5,1
10000,10000, 36 months,16.29,353.01,C,C4,1
6000,6000, 36 months,8.9,190.52,A,A5,1
10000,10000, 36 months,8.9,317.54,A,A5,1
35000,35000, 60 months,14.49,823.31,C,C4,1
7200,7200, 36 months,12.49,240.84,B,B5,1
14400,14400, 60 months,9.17,300.11,B,B2,1
7000,7000, 36 months,13.33,236.98,C,C3,1
21000,21000, 36 months,14.49,722.74,C,C4,1
8000,8000, 36 months,15.31,278.54,C,C5,1
24425,24425, 36 months,22.15,934.7,E,E5,1
25000,25000, 36 months,7.84,781.57,A,A4,1
8425,8425, 36 months,9.99,271.82,B,B3,1
24000,24000, 36 months,5.32,722.76,A,A1,1
3000,3000, 36 months,6.89,92.49,A,A3,1
20000,20000, 36 months,7.99,626.64,A,A5,1
24000,24000, 36 months,10.78,783.24,B,B4,1
15075,15075, 36 months,11.14,494.54,B,B2,1
15000,15000, 36 months,11.99,498.15,B,B5,1
4500,4500, 36 months,9.25,143.63,A,A5,1
9450,9450, 36 months,19.52,348.89,D,D4,1
9500,9500, 36 months,10.99,310.98,B,B4,1
14750,14750, 36 months,7.9,461.54,A,A4,1
20000,20000, 36 months,12.29,667.06,C,C1,1
15000,15000, 60 months,17.57,377.41,D,D4,1
10000,10000, 36 months,6.62,307.04,A,A2,1
1000,1000, 36 months,12.62,33.52,C,C1,1
10800,10800, 36 months,7.89,337.89,A,A5,1
12000,12000, 36 months,7.89,375.43,A,A5,1
20000,20000, 36 months,12.49,668.98,B,B5,1
5000,5000, 36 months,10.49,162.49,B,B2,1
35000,35000, 60 months,12.29,783.7,C,C1,1
30000,30000, 60 months,13.58,691.54,C,C2,1
10000,10000, 36 months,8.18,314.2,B,B1,1
30000,30000, 60 months,11.99,667.19,C,C1,1
6000,6000, 36 months,15.31,208.91,C,C4,1
1700,1700, 36 months,7.89,53.19,A,A5,1
28000,28000, 60 months,22.45,780.52,F,F1,1
12000,12000, 36 months,11.49,395.66,B,B5,1
2400,2400, 36 months,13.67,81.65,B,B5,1
8200,8200, 36 months,16.29,289.47,C,C4,1
6025,6025, 36 months,11.49,198.66,B,B5,1
35000,35000, 60 months,18.2,892.59,E,E1,1
11000,11000, 36 months,10.99,360.08,B,B4,1
6000,6000, 36 months,11.99,199.26,B,B5,1
24000,24000, 36 months,9.17,765.1,B,B2,1
18000,18000, 60 months,16.77,445.13,D,D2,1
2500,2500, 36 months,6.91,77.09,A,A5,1
40000,40000, 36 months,9.93,1289.38,B,B2,1
29500,29500, 60 months,17.57,742.23,D,D4,1
8000,8000, 36 months,9.44,256.04,B,B1,1
8400,8400, 36 months,13.33,284.37,C,C3,1
21000,21000, 36 months,14.65,724.38,C,C5,1
24000,24000, 60 months,11.53,528.19,B,B5,1
30000,30000, 60 months,19.99,794.65,D,D5,1
5025,5025, 36 months,16.55,178.04,D,D2,1
24000,24000, 36 months,6.49,735.47,A,A2,1
8000,8000, 36 months,12.29,266.83,C,C1,1
12000,12000, 36 months,12.99,404.27,B,B4,1
10000,10000, 36 months,8.9,317.54,A,A5,1
15200,15200, 36 months,6.99,469.27,A,A2,1
27000,27000, 36 months,9.76,868.18,B,B3,1
7000,7000, 36 months,13.33,236.98,C,C3,1
19850,19850, 36 months,16.99,707.61,D,D1,1
5000,5000, 36 months,13.99,170.87,C,C4,1
20000,20000, 60 months,17.27,499.96,C,C5,1
15000,15000, 60 months,13.59,345.85,C,C2,1
12600,12600, 36 months,19.03,462.06,D,D3,1
14500,14500, 36 months,9.16,462.18,B,B2,1
6000,6000, 36 months,6.72,184.5,A,A3,1
10000,10000, 60 months,20.39,267.12,D,D4,1
20550,20550, 60 months,19.52,538.98,E,E3,1
9000,9000, 36 months,9.16,286.87,B,B2,1
11000,11000, 36 months,9.17,350.67,B,B2,1
25000,25000, 36 months,14.96,866.16,D,D2,1
10000,10000, 36 months,9.16,318.75,B,B2,1
30000,30000, 36 months,12.13,998.3,B,B5,1
9600,9600, 36 months,5.93,291.75,A,A1,1
16000,16000, 36 months,6.39,489.59,A,A2,1
6400,6400, 36 months,11.99,212.55,B,B3,1
15000,15000, 36 months,10.99,491.01,B,B2,1
14400,14400, 60 months,13.99,334.99,C,C4,1
14400,14400, 36 months,6.03,438.28,A,A1,1
